INSTNM,STABBR,LATITUDE,LONGITUDE,LOCALE,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4,COUNT_WNE_3YR,COUNT_NWNE_3YR,EMPLOYMENT RATE,Rank_Tuition,Rank_Grad_Rate,Rank_Employment_Rate,Tuition_Avg
Inter American University of Puerto Rico-Guayama,PR,17.96635,-66.108164,13.0,5902.0,5902.0,0.3516,204.0,99.0,0.6732673267326733,0.05079527963057978,0.7725421756835369,0.9791418355184743,5902.0
Inter American University of Puerto Rico-Bayamon,PR,18.351631,-66.182473,12.0,5940.0,5940.0,0.3084,484.0,192.0,0.7159763313609467,0.05336069779374038,0.8301337987201861,0.967222884386174,5940.0
National University College,PR,18.396872000000002,-66.157027,12.0,6675.0,6675.0,0.3416,1186.0,560.0,0.6792668957617412,0.0728578758337609,0.789412449098313,0.9779499404052443,6675.0
Ponce Health Sciences University,PR,18.0083,-66.589688,12.0,13126.0,24126.0,,,,,0.49974345818368393,,,18626.0
University of Puerto Rico-Aguadilla,PR,18.498652,-67.13793000000001,21.0,4654.0,6609.0,0.4574,256.0,121.0,0.6790450928381963,0.044638276038994354,0.6183827806864456,0.9785458879618594,5631.5
University of Puerto Rico-Arecibo,PR,18.469199,-66.74114,13.0,4094.0,6049.0,0.4638,439.0,269.0,0.6200564971751412,0.033350436121087734,0.6055846422338569,0.9856972586412396,5071.5
University of Puerto Rico-Bayamon,PR,18.371398000000003,-66.143541,12.0,4084.0,6039.0,0.2877,308.0,143.0,0.6829268292682927,0.0323242688558235,0.8586387434554974,0.9767580452920143,5061.5
University of Puerto Rico-Carolina,PR,18.392069,-65.990165,21.0,6121.0,9053.0,0.4101,132.0,109.0,0.5477178423236515,0.09851205746536686,0.6910994764397905,0.9940405244338498,7587.0
University of Puerto Rico-Cayey,PR,18.11882,-66.16206600000001,21.0,4089.0,6044.0,0.4764,233.0,158.0,0.5959079283887468,0.032837352488455616,0.5799883653286795,0.9898688915375446,5066.5
University of Puerto Rico-Humacao,PR,18.146589000000002,-65.83860200000001,21.0,4094.0,6049.0,0.5064,435.0,237.0,0.6473214285714286,0.033350436121087734,0.527632344386271,0.9827175208581644,5071.5
University of Puerto Rico-Utuado,PR,18.254576999999998,-66.72166700000001,41.0,4094.0,6049.0,0.1808,69.0,56.0,0.552,0.033350436121087734,0.9528795811518325,0.9928486293206198,5071.5
University of Puerto Rico-Mayaguez,PR,18.211142000000002,-67.139172,13.0,4094.0,6049.0,0.4694,1208.0,278.0,0.8129205921938089,0.033350436121087734,0.5927865037812682,0.9505363528009535,5071.5
University of Puerto Rico-Medical Sciences,PR,18.396548000000003,-66.074894,11.0,,,,128.0,110.0,0.5378151260504201,,,0.9958283671036948,
University of Puerto Rico-Ponce,PR,17.993314,-66.606215,12.0,4089.0,6044.0,0.4739,249.0,137.0,0.6450777202072538,0.032837352488455616,0.5846422338568935,0.9833134684147795,5066.5
University of Puerto Rico-Rio Piedras,PR,18.402826,-66.050009,11.0,4094.0,6049.0,0.5718,836.0,341.0,0.7102803738317757,0.033350436121087734,0.4235020360674811,0.968414779499404,5071.5
Universidad Ana G. Mendez-Carolina Campus,PR,18.414804999999998,-65.983869,21.0,5820.0,5820.0,0.3172,1899.0,857.0,0.6890420899854862,0.04874294510005131,0.820826061663758,0.9737783075089392,5820.0
Universidad del Sagrado Corazon,PR,18.441166,-66.059617,11.0,6000.0,6000.0,0.3968,772.0,199.0,0.7950566426364573,0.05489994869163674,0.7085514834205934,0.9541120381406436,6000.0
Universidad Central Del Caribe,PR,18.366170999999998,-66.153758,12.0,8182.0,8182.0,0.2308,35.0,17.0,0.6730769230769231,0.10928681375064135,0.910413030831879,0.9797377830750894,8182.0
Universidad Politecnica de Puerto Rico,PR,18.422195000000002,-66.056084,11.0,8610.0,8610.0,0.2037,377.0,41.0,0.9019138755980861,0.11903540277065161,0.9325189063408958,0.8569725864123957,8610.0
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,18.182375,-67.14569499999999,13.0,5388.0,5388.0,0.2439,880.0,358.0,0.7108239095315024,0.03540277065161621,0.8964514252472368,0.9678188319427891,5388.0
Universidad Ana G. Mendez-Gurabo Campus,PR,18.239647,-66.006259,21.0,5820.0,5820.0,0.3067,2101.0,649.0,0.764,0.04874294510005131,0.8318789994182665,0.9612634088200238,5820.0
University of the Virgin Islands,VI,18.344193,-64.972866,33.0,5235.0,14496.0,0.2305,177.0,15.0,0.921875,0.14674191893278604,0.9109947643979057,0.765792610250298,9865.5
Stanford University,CA,37.429434,-122.167359,21.0,51354.0,51354.0,0.9438,920.0,66.0,0.9330628803245437,0.9502308876346844,0.012798138452588714,0.6865315852205006,51354.0
Purdue University-Main Campus,IN,40.428206,-86.914435,13.0,9992.0,28794.0,0.8061,5950.0,213.0,0.9654389096219373,0.5182144689584403,0.1012216404886562,0.24195470798569726,19393.0
Parker University,TX,32.880334999999995,-96.893564,11.0,15564.0,15564.0,0.7966,94.0,6.0,0.94,0.3863519753719856,0.11052937754508435,0.6209773539928486,15564.0
EDP University of Puerto Rico Inc-San Juan,PR,18.415375,-66.055403,11.0,6200.0,6200.0,0.3452,594.0,152.0,0.7962466487935657,0.05849153412006157,0.7859220477021525,0.9535160905840286,6200.0
City College-Fort Lauderdale,FL,26.187467,-80.1705,12.0,14539.0,14539.0,0.4643,521.0,62.0,0.8936535162950258,0.35146228835300153,0.6044211751018034,0.8820023837902264,14539.0
St. John's College,NM,35.666973999999996,-105.91247800000001,41.0,54118.0,54118.0,0.6364,70.0,9.0,0.8860759493670886,0.9743458183683941,0.30599185573007565,0.8963051251489869,54118.0
Bais Medrash Elyon,NY,41.114079,-74.06979799999999,21.0,8600.0,8600.0,0.0,,,,0.1185223191380195,1.0,,8600.0
Antioch University-Los Angeles,CA,33.988533000000004,-118.38445800000001,21.0,,,,85.0,11.0,0.8854166666666666,,,0.8974970202622169,
Antioch University-Santa Barbara,CA,34.419203,-119.6958,13.0,,,,85.0,11.0,0.8854166666666666,,,0.8974970202622169,
Antioch University-Seattle,WA,47.615916,-122.346318,11.0,,,0.0,85.0,11.0,0.8854166666666666,,1.0,0.8974970202622169,
Antioch University-Midwest,OH,39.80321,-83.908684,41.0,,,,85.0,11.0,0.8854166666666666,,,0.8974970202622169,
Mid-America Christian University,OK,35.347784999999995,-97.57829699999999,11.0,19604.0,19604.0,0.3933,238.0,32.0,0.8814814814814815,0.5228322216521293,0.7161140197789413,0.9046483909415971,19604.0
Beckfield College-Florence,KY,39.017165999999996,-84.641475,21.0,13295.0,13295.0,0.1833,433.0,27.0,0.941304347826087,0.29040533606977936,0.9499709133216987,0.6072705601907032,13295.0
Ecumenical Theological Seminary,MI,42.344128999999995,-83.055266,11.0,,,,,,,,,,
Landmark College,VT,42.977171999999996,-72.51254899999999,42.0,56800.0,56800.0,0.3636,55.0,4.0,0.9322033898305084,0.9979476654694716,0.7579988365328679,0.6954707985697258,56800.0
Yeshiva Gedolah of Greater Detroit,MI,42.471924,-83.200754,21.0,6800.0,6800.0,0.1579,,,,0.07644946126218574,0.9627690517742874,,6800.0
Austin Graduate School of Theology,TX,30.343842,-97.711751,11.0,,,,7.0,1.0,0.875,,,0.9159713945172825,
ECPI University,VA,36.842526,-76.17877299999999,11.0,16039.0,16039.0,0.4859,4276.0,275.0,0.939573720061525,0.4043099025141098,0.5625363583478766,0.6281287246722288,16039.0
South University-Columbia,SC,34.098042,-80.961839,21.0,17014.0,17014.0,0.2273,3691.0,346.0,0.9142927916769878,0.43560800410466904,0.912739965095986,0.8087008343265792,17014.0
Platt College-Los Angeles,CA,34.081723,-118.15001299999999,21.0,13794.0,13794.0,0.6375,1159.0,103.0,0.9183835182250396,0.32426885582349924,0.30250145433391507,0.7896305125148987,13794.0
Platt College-Aurora,CO,39.661195,-104.854614,11.0,19286.0,19286.0,1.0,105.0,1.0,0.9905660377358491,0.5156490507952797,0.0005817335660267597,0.0059594755661501785,19286.0
Brandman University,CA,33.656401,-117.76901200000002,11.0,12380.0,12380.0,0.0,797.0,70.0,0.9192618223760092,0.2426885582349923,1.0,0.7830750893921334,12380.0
New College of Florida,FL,27.384925,-82.55858,13.0,6916.0,29944.0,0.6009,104.0,11.0,0.9043478260869565,0.4935864545920985,0.36183827806864455,0.8456495828367103,18430.0
Hussian College-Daymar College Bowling Green,KY,36.968327,-86.47371700000001,13.0,15000.0,15000.0,0.9905,32.0,6.0,0.8421052631578947,0.36685479733196513,0.0017452006980802793,0.9427890345649583,15000.0
Yeshivah Gedolah Rabbinical College,FL,25.782445000000003,-80.141334,13.0,8300.0,8300.0,0.0,,,,0.11339148281169831,1.0,,8300.0
Caribbean University-Ponce,PR,18.006632999999997,-66.59425,12.0,5424.0,5424.0,0.2646,471.0,213.0,0.6885964912280702,0.038481272447408926,0.883653286794648,0.9743742550655542,5424.0
Caribbean University-Vega Baja,PR,18.444882,-66.40315,21.0,5424.0,5424.0,0.2584,471.0,213.0,0.6885964912280702,0.038481272447408926,0.8865619546247818,0.9743742550655542,5424.0
University of Advancing Technology,AZ,33.377712,-111.976087,12.0,16598.0,16598.0,0.2258,215.0,17.0,0.9267241379310345,0.41970241149307336,0.9144851657940664,0.7389749702026222,16598.0
South Florida Bible College and Theological Seminary,FL,26.302940000000003,-80.134508,13.0,6900.0,6900.0,0.0,8.0,0.0,1.0,0.07952796305797845,1.0,0.0005959475566150178,6900.0
Pennsylvania College of Technology,PA,41.234145,-77.02366500000001,13.0,16740.0,23880.0,0.4658,883.0,16.0,0.982202447163515,0.534633145202668,0.6015125072716696,0.039928486293206195,20310.0
Stone Child College,MT,48.289808,-109.870182,43.0,2645.0,2645.0,0.2903,32.0,7.0,0.8205128205128205,0.0030785017957927143,0.8534031413612565,0.9475566150178785,2645.0
Remington College-Mobile Campus,AL,30.671139,-88.145035,12.0,15700.0,15700.0,0.5975,6349.0,749.0,0.8944773175542406,0.39045664443304257,0.36765561372891215,0.8796185935637664,15700.0
Southern Technical College,FL,26.596096999999997,-81.87764399999999,13.0,12924.0,12924.0,0.3481,580.0,54.0,0.9148264984227129,0.2688558234992304,0.779522978475858,0.8033373063170441,12924.0
California State University-San Marcos,CA,33.130569,-117.15901299999999,21.0,7713.0,19593.0,0.5493,1197.0,70.0,0.9447513812154696,0.31657260133401743,0.46015125072716695,0.5637663885578069,13653.0
Hodges University,FL,26.275909999999996,-81.738388,21.0,14180.0,14180.0,0.2182,697.0,65.0,0.9146981627296588,0.3370959466393022,0.9226294357184409,0.8063170441001192,14180.0
Hussian College-Daymar College Clarksville,TN,36.582865000000005,-87.31285600000001,12.0,15000.0,15000.0,0.6102,32.0,6.0,0.8421052631578947,0.36685479733196513,0.34554973821989526,0.9427890345649583,15000.0
Nossi College of Art,TN,36.24323,-86.738561,11.0,17800.0,17800.0,0.9144,89.0,15.0,0.8557692307692307,0.4710107747562853,0.027923211169284468,0.933849821215733,17800.0
Bryan University,MO,37.135397,-93.24810699999999,12.0,15400.0,15400.0,0.1892,265.0,32.0,0.8922558922558923,0.38122113904566446,0.9429901105293775,0.8867699642431466,15400.0
Bryant & Stratton College-Solon,OH,41.390012,-81.445939,21.0,18041.0,18041.0,0.12,3966.0,341.0,0.9208265614116554,0.4807593637762955,0.9802210587550901,0.7759237187127532,18041.0
Fremont College,CA,33.868382000000004,-118.09701899999999,21.0,,,0.4815,228.0,25.0,0.9011857707509882,,0.5718440954043048,0.8581644815256257,
Bryant & Stratton College-Southtowns,NY,42.790162,-78.768896,21.0,17451.0,17451.0,0.3784,3966.0,341.0,0.9208265614116554,0.45100051308363265,0.7347294938917975,0.7759237187127532,17451.0
Yeshiva Gedolah Imrei Yosef D'spinka,NY,40.628468,-73.992328,11.0,9500.0,9500.0,0.3636,30.0,10.0,0.75,0.13853258081067213,0.7579988365328679,0.9630512514898689,9500.0
CEM College-Humacao,PR,18.148771,-65.821107,21.0,7425.0,7425.0,0.5691,555.0,468.0,0.5425219941348973,0.09492047203694202,0.4281559045956952,0.9952324195470799,7425.0
EDIC College,PR,18.242588,-66.025311,13.0,7100.0,7100.0,0.4221,543.0,404.0,0.573389651531151,0.08722421754746024,0.6759744037230948,0.9916567342073898,7100.0
Universal Technology College of Puerto Rico,PR,18.42812,-67.15562800000001,13.0,,,0.7155,507.0,412.0,0.5516866158868335,,0.19197207678883071,0.9934445768772348,
Remington College-Fort Worth Campus,TX,32.776152,-97.213702,11.0,15802.0,15802.0,0.6719,6349.0,749.0,0.8944773175542406,0.3940482298614674,0.24956369982547993,0.8796185935637664,15802.0
Vista College-Online,TX,32.95518,-96.768201,12.0,,,0.2542,112.0,20.0,0.8484848484848485,,0.8894706224549156,0.9380214541120382,
Northwest College of Art & Design,WA,47.25249,-122.43885,12.0,20600.0,20600.0,0.3929,21.0,7.0,0.75,0.5402770651616213,0.716695753344968,0.9630512514898689,20600.0
University of Washington-Bothell Campus,WA,47.759772999999996,-122.19129299999999,21.0,11138.0,36519.0,0.6227,9425.0,687.0,0.932060917721519,0.5956900974858902,0.3286794648051193,0.6966626936829559,23828.5
University of Washington-Tacoma Campus,WA,47.244594,-122.43854099999999,12.0,11261.0,36642.0,0.5815,9425.0,687.0,0.932060917721519,0.5982555156490508,0.4031413612565445,0.6966626936829559,23951.5
Pacific College of Oriental Medicine-San Diego,CA,32.778391,-117.16073,11.0,9791.0,9791.0,0.2667,104.0,16.0,0.8666666666666667,0.14417650076962546,0.881326352530541,0.9231227651966627,9791.0
Northwest Indian College,WA,48.794131,-122.61465600000001,41.0,4437.0,4437.0,0.1139,54.0,14.0,0.7941176470588235,0.02103642893791688,0.9819662594531704,0.9553039332538736,4437.0
Provo College,UT,40.245294,-111.68431000000001,12.0,12955.0,12955.0,0.7115,351.0,39.0,0.9,0.2729604925602873,0.1977894124490983,0.8605482717520858,12955.0
Midwest College of Oriental Medicine-Racine,WI,42.678051,-87.856679,22.0,,,,7.0,1.0,0.875,,,0.9159713945172825,
Beacon College,FL,28.811281,-81.87415,22.0,39016.0,39016.0,0.5641,28.0,4.0,0.875,0.8429964084145716,0.43688190808609656,0.9159713945172825,39016.0
University of the Potomac-Washington DC Campus,DC,38.90054,-77.032531,11.0,15984.0,15984.0,0.2338,80.0,8.0,0.9090909090909091,0.40277065161621345,0.9069226294357184,0.8307508939213349,15984.0
Rabbi Jacob Joseph School,NJ,40.501001,-74.397954,21.0,11900.0,11900.0,0.1034,,,,0.224217547460236,0.9848749272833043,,11900.0
Everglades University,FL,26.391218,-80.108331,13.0,17600.0,17600.0,0.5866,335.0,69.0,0.8292079207920792,0.46023601847101075,0.3903432228039558,0.9457687723480334,17600.0
Herzing University-Winter Park,FL,28.615784,-81.312669,21.0,14000.0,14000.0,0.2,2513.0,214.0,0.9215254858819215,0.3335043612108774,0.9360093077370564,0.7681764004767581,14000.0
College of Biblical Studies-Houston,TX,29.716676,-95.506559,11.0,6955.0,6955.0,0.1111,72.0,19.0,0.7912087912087912,0.08260646485377117,0.983129726585224,0.9564958283671037,6955.0
The College of Health Care Professions-Northwest,TX,29.799602,-95.454298,11.0,,,0.43200000000000005,1159.0,135.0,0.8956723338485317,,0.6585223967422921,0.8754469606674613,
Southern California Institute of Technology,CA,33.8381,-117.95066100000001,11.0,18390.0,18390.0,0.7519,414.0,37.0,0.917960088691796,0.4910210364289379,0.15066899360093078,0.7908224076281287,18390.0
Soka University of America,CA,33.554546,-117.735344,21.0,33146.0,33146.0,0.9029,62.0,9.0,0.8732394366197183,0.7624422780913289,0.03315881326352531,0.9165673420738975,33146.0
World Mission University,CA,34.064918,-118.289484,11.0,6200.0,6200.0,0.5,9.0,10.0,0.47368421052631576,0.05849153412006157,0.5386852821407795,0.9982121573301549,6200.0
Schiller International University,FL,27.893935,-82.757492,13.0,14360.0,14360.0,0.3333,28.0,16.0,0.6363636363636364,0.3473576192919446,0.7998836532867947,0.9839094159713945,14360.0
Columbia Central University-Yauco,PR,18.034518,-66.849099,13.0,6600.0,6600.0,0.3864,710.0,328.0,0.6840077071290944,0.06977937403796819,0.7248400232693426,0.9761620977353993,6600.0
Yeshivas Novominsk,NY,40.623293,-73.990095,11.0,10000.0,10000.0,0.0204,,,,0.15187275525910723,0.9994182664339732,,10000.0
Rabbinical College of Ohr Shimon Yisroel,NY,40.704389,-73.956772,11.0,13600.0,13600.0,0.4375,55.0,8.0,0.873015873015873,0.3134940995382247,0.6503781268179174,0.9171632896305125,13600.0
Galen College of Nursing-San Antonio,TX,29.507685,-98.58565300000001,11.0,,,0.6455,1747.0,63.0,0.9651933701657458,,0.28853984874927285,0.24851013110846246,
City College-Gainesville,FL,29.654852,-82.417302,22.0,14539.0,14539.0,0.381,521.0,62.0,0.8936535162950258,0.35146228835300153,0.7324025596276905,0.8820023837902264,14539.0
Arizona State University-West,AZ,33.60726,-112.160021,11.0,9840.0,25576.0,0.7041,13792.0,962.0,0.9347973430933983,0.46793227296049256,0.20826061663758,0.6752085816448152,17708.0
Florida National University-Main Campus,FL,25.86178,-80.321846,21.0,13688.0,13688.0,0.597,1131.0,154.0,0.8801556420233463,0.319138019497178,0.36940081442699246,0.9076281287246722,13688.0
South Texas College,TX,26.217591,-98.25363399999999,12.0,3780.0,7680.0,0.2224,2067.0,214.0,0.9061814993423937,0.046177526936890714,0.9185573007562536,0.8396901072705601,5730.0
California State University-Monterey Bay,CA,36.652397,-121.796178,22.0,7143.0,19023.0,0.6044,1085.0,77.0,0.9337349397590361,0.2786044125192406,0.35485747527632344,0.6829558998808105,13083.0
Remington College-Memphis Campus,TN,35.071403000000004,-89.98988100000001,11.0,16056.0,16056.0,0.5682,6349.0,749.0,0.8944773175542406,0.4048229861467419,0.4304828388598022,0.8796185935637664,16056.0
Capella University,MN,44.976286,-93.268796,11.0,14579.0,14579.0,,693.0,48.0,0.9352226720647774,0.35248845561826575,,0.6728247914183552,14579.0
College of Menominee Nation,WI,44.859044,-88.625628,42.0,6200.0,6200.0,0.2029,39.0,3.0,0.9285714285714286,0.05849153412006157,0.9331006399069226,0.7252681764004768,6200.0
Pacific College of Oriental Medicine-New York,NY,40.7088,-74.006721,11.0,10217.0,10217.0,0.625,104.0,16.0,0.8666666666666667,0.16008209338122115,0.3263525305410122,0.9231227651966627,10217.0
Johnson & Wales University-North Miami,FL,25.894337,-80.164797,21.0,32441.0,32441.0,0.5553,5480.0,199.0,0.9649586194752597,0.7491021036428938,0.450261780104712,0.2520858164481526,32441.0
Trine University-Regional/Non-Traditional Campuses,IN,41.172352000000004,-85.106453,11.0,9576.0,9576.0,0.5,561.0,17.0,0.9705882352941176,0.14058491534120063,0.5386852821407795,0.16567342073897498,9576.0
The University of Texas MD Anderson Cancer Center,TX,29.707015999999996,-95.396804,11.0,,,,,,,,,,
Southeast Missouri Hospital College of Nursing and Health Sciences,MO,37.302453,-89.54587,13.0,16636.0,16636.0,,72.0,1.0,0.9863013698630136,0.4212416623909697,,0.02026221692491061,16636.0
Messenger College,TX,32.85076,-97.161015,21.0,9180.0,9180.0,0.1429,,,,0.13134940995382247,0.9714950552646888,,9180.0
New York College of Health Professions,NY,40.809329,-73.516191,21.0,14226.0,14226.0,0.3247,177.0,16.0,0.917098445595855,0.3396613648024628,0.8097731239092496,0.7967818831942789,14226.0
Centura College-Chesapeake,VA,36.765954,-76.227712,21.0,16637.0,16637.0,0.875,944.0,133.0,0.8765088207985144,0.42175474602360186,0.04653868528214078,0.9135876042908224,16637.0
University of Phoenix-Hawaii,HI,21.307923000000002,-157.863834,11.0,9552.0,9552.0,0.2,55291.0,6212.0,0.8989967969042161,0.13955874807593638,0.9360093077370564,0.865315852205006,9552.0
Yeshiva D'monsey Rabbinical College,NY,41.114173,-74.06472099999999,21.0,7300.0,7300.0,0.6667,7.0,2.0,0.7777777777777778,0.09132888660851719,0.2559627690517743,0.9582836710369488,7300.0
Arizona State University-Polytechnic,AZ,33.307142,-111.677225,11.0,9840.0,25576.0,0.5723,13792.0,962.0,0.9347973430933983,0.46793227296049256,0.4223385689354276,0.6752085816448152,17708.0
Living Arts College,NC,35.942892,-78.555726,11.0,16600.0,16600.0,0.5635,368.0,31.0,0.9223057644110275,0.4202154951257055,0.4374636416521233,0.7634088200238379,16600.0
Eastern International College-Jersey City,NJ,40.735178000000005,-74.060452,11.0,21225.0,21225.0,0.7586,148.0,14.0,0.9135802469135802,0.5505387378142638,0.14136125654450263,0.8134684147794994,21225.0
Pacific College,CA,33.680043,-117.873382,12.0,,,0.6739,209.0,6.0,0.9720930232558139,,0.24607329842931938,0.14064362336114422,
Embry-Riddle Aeronautical University-Worldwide,FL,29.189903,-81.048367,13.0,9360.0,9360.0,0.1864,1767.0,59.0,0.9676889375684556,0.13545407901487944,0.9458987783595113,0.20381406436233612,9360.0
Ottawa University-Milwaukee,WI,43.02963,-88.115185,21.0,,,,399.0,21.0,0.95,,,0.48867699642431467,
Strayer University-Maryland,MD,38.827438,-76.91803900000001,21.0,13380.0,13380.0,0.375,4275.0,291.0,0.9362680683311432,0.29810159055926116,0.7388016288539849,0.6609058402860548,13380.0
The Creative Center,NE,41.290921999999995,-96.082837,11.0,27700.0,27700.0,0.6667,80.0,1.0,0.9876543209876543,0.6608517188301694,0.2559627690517743,0.014898688915375448,27700.0
San Juan Bautista School of Medicine,PR,18.220528,-66.050389,13.0,9172.0,15022.0,1.0,10.0,1.0,0.9090909090909091,0.23242688558234992,0.0005817335660267597,0.8307508939213349,12097.0
Texas Health and Science University,TX,30.233143,-97.785289,11.0,,,,,,,,,,
New Hampshire Institute of Art,NH,42.992953,-71.458947,12.0,28080.0,28080.0,0.4681,,,,0.6685479733196511,0.595695171611402,,28080.0
Yeshiva of the Telshe Alumni,NY,40.896668,-73.911096,11.0,9850.0,9850.0,0.0556,,,,0.14622883530015393,0.9959278650378127,,9850.0
University of Phoenix-Washington,WA,47.4684,-122.24640500000001,21.0,,,0.1667,55291.0,6212.0,0.8989967969042161,,0.9592786503781268,0.865315852205006,
Platt College-Ontario,CA,34.068595,-117.571744,12.0,13794.0,13794.0,0.598,1159.0,103.0,0.9183835182250396,0.32426885582349924,0.36649214659685864,0.7896305125148987,13794.0
American University of Health Sciences,CA,33.796849,-118.17136599999999,21.0,22570.0,22570.0,0.3333,86.0,5.0,0.945054945054945,0.5751667521806054,0.7998836532867947,0.5613825983313468,22570.0
Career Networks Institute,CA,33.721058,-117.8478,11.0,,,0.6389,438.0,28.0,0.9399141630901288,,0.2995927865037813,0.6221692491060786,
Western Governors University,UT,40.68481,-111.869752,21.0,6670.0,6670.0,0.2885,7473.0,374.0,0.9523384733018988,0.07234479220112879,0.8568935427574171,0.45232419547079855,6670.0
California Aeronautical University,CA,35.434905,-119.049264,21.0,43943.0,43943.0,0.4231,182.0,18.0,0.91,0.8958440225756799,0.6736474694589878,0.8271752085816448,43943.0
Herzing University-Kenner,LA,30.001604999999998,-90.239525,21.0,14000.0,14000.0,0.24,2513.0,214.0,0.9215254858819215,0.3335043612108774,0.9016870273414777,0.7681764004767581,14000.0
Florida Gulf Coast University,FL,26.463638,-81.7726,21.0,6118.0,25162.0,0.4766,1812.0,91.0,0.9521807672096689,0.3884043099025141,0.5794066317626527,0.4564958283671037,15640.0
City College-Miami,FL,25.683673000000002,-80.316377,13.0,14539.0,14539.0,0.3182,521.0,62.0,0.8936535162950258,0.35146228835300153,0.8179173938336242,0.8820023837902264,14539.0
Ilisagvik College,AK,71.324702,-156.679486,41.0,4300.0,4300.0,0.1333,15.0,0.0,1.0,0.020010261672652643,0.9744037230948226,0.0005959475566150178,4300.0
Dewey University-Carolina,PR,18.376596,-65.95839699999999,21.0,7495.0,7495.0,0.6182,1157.0,922.0,0.5565175565175565,0.09543355566957414,0.33507853403141363,0.9922526817640047,7495.0
Yeshiva College of the Nations Capital,MD,39.042404,-77.03056600000001,21.0,10500.0,10500.0,0.25,,,,0.16880451513596717,0.8923792902850495,,10500.0
Louisiana State University Health Sciences Center-Shreveport,LA,32.480683,-93.761018,12.0,,,,44.0,0.0,1.0,,,0.0005959475566150178,
Los Angeles Film School,CA,34.098284,-118.328298,11.0,,,0.6399,1154.0,196.0,0.8548148148148148,,0.2972658522396742,0.9344457687723481,
International Baptist College and Seminary,AZ,33.273788,-111.87962900000001,11.0,11250.0,11250.0,0.6,13.0,1.0,0.9285714285714286,0.20112878399179066,0.36300174520069806,0.7252681764004768,11250.0
University of Management and Technology,VA,38.89743,-77.072001,12.0,9450.0,9450.0,0.375,80.0,6.0,0.9302325581395349,0.1375064135454079,0.7388016288539849,0.7103694874851013,9450.0
Linfield College-School of Nursing,OR,45.531476,-122.697773,11.0,,,,895.0,43.0,0.9541577825159915,,,0.42431466030989273,
Linfield College-Online and Continuing Education,OR,45.201147999999996,-123.19963700000001,32.0,,,,895.0,43.0,0.9541577825159915,,,0.42431466030989273,
Dallas Nursing Institute,TX,32.979753,-96.75721,12.0,,,0.4845,182.0,6.0,0.9680851063829787,,0.5654450261780105,0.19904648390941598,
Stevens-Henager College,UT,40.659626,-111.90214499999999,21.0,16972.0,16972.0,0.1891,1944.0,236.0,0.8917431192660551,0.4335556695741406,0.9435718440954043,0.8879618593563766,16972.0
Brookline College-Tucson,AZ,32.207932,-110.876375,11.0,,,0.529,1638.0,184.0,0.8990120746432492,,0.4944735311227458,0.864719904648391,
Stratford University,VA,38.874798,-77.31097,21.0,15135.0,15135.0,0.2973,414.0,53.0,0.8865096359743041,0.3740379681888148,0.8423502036067481,0.8951132300357568,15135.0
American InterContinental University-Atlanta,GA,33.938779,-84.354907,12.0,12070.0,12070.0,0.2029,3465.0,480.0,0.8783269961977186,0.2319138019497178,0.9331006399069226,0.9100119189511323,12070.0
Midwest College of Oriental Medicine-Evanston,IL,42.047290000000004,-87.68154399999999,13.0,,,,7.0,1.0,0.875,,,0.9159713945172825,
Cascadia College,WA,47.760915000000004,-122.191572,21.0,3931.0,9297.0,0.3018,146.0,14.0,0.9125,0.07029245767060031,0.837696335078534,0.8170441001191895,6614.0
Johnson & Wales University-Denver,CO,39.746101,-104.906281,11.0,32441.0,32441.0,0.6564,5480.0,199.0,0.9649586194752597,0.7491021036428938,0.2734147760325771,0.2520858164481526,32441.0
College of Biblical Studies,TX,29.71675,-95.506499,11.0,12400.0,12400.0,0.3125,,,,0.2452539763981529,0.8260616637579988,,12400.0
The King's University,TX,32.93973,-97.121526,21.0,15000.0,15000.0,0.3333,26.0,3.0,0.896551724137931,0.36685479733196513,0.7998836532867947,0.8736591179976162,15000.0
New York College of Traditional Chinese Medicine,NY,40.73945,-73.638911,21.0,,,,,,,,,,
Pacific Islands University,GU,13.465046,144.835821,33.0,5428.0,5428.0,0.36,5.0,5.0,0.5,0.038994356080041044,0.7614892379290285,0.9970202622169249,5428.0
Acupuncture and Massage College,FL,25.686382000000002,-80.364141,13.0,10866.0,10866.0,0.7857,35.0,4.0,0.8974358974358975,0.17906618778860955,0.11809191390343222,0.8706793802145412,10866.0
New Saint Andrews College,ID,46.731421999999995,-117.001804,32.0,12800.0,12800.0,0.6364,,,,0.26218573627501285,0.30599185573007565,,12800.0
Atenas College,PR,18.429776,-66.488422,21.0,7370.0,7370.0,0.4828,289.0,270.0,0.516994633273703,0.09286813750641354,0.5677719604421175,0.9964243146603099,7370.0
National American University-Ellsworth AFB Extension,SD,44.140361999999996,-103.079296,31.0,6075.0,6075.0,,1510.0,117.0,0.9280885064535955,0.05643919958953309,,0.7288438617401669,6075.0
Pillar College,NJ,40.738539,-74.16915300000001,11.0,21700.0,21700.0,0.359,65.0,15.0,0.8125,0.5582349923037455,0.7638161721931356,0.9511323003575686,21700.0
Yeshiva Shaarei Torah of Rockland,NY,41.12362,-74.090159,21.0,12500.0,12500.0,,30.0,10.0,0.75,0.24730631092868138,,0.9630512514898689,12500.0
